coordinates,timestamps
"[[324999.7136412136, 7396117.513023535], [324997.628029877, 7395822.098928982], [324680.50724846835, 7395561.846383413], [324465.9350081807, 7395892.156540998], [324458.13133765955, 7395942.568358736], [324162.7225185988, 7395968.734368304]]","[0, 45, 142, 230, 275, 320]"
"[[317953.72442239965, 7388879.063493482], [317957.334451861, 7388871.964356127], [317953.72442239965, 7388879.063493482], [317957.334451861, 7388871.964356127], [317953.72442239965, 7388879.063493482], [317953.72442239965, 7388879.063493482]]","[0, 45, 181, 226, 316, 361]"
"[[321792.40585912834, 7365650.406686798], [321683.93660945084, 7365641.260042163], [321461.37890740787, 7365494.215650702], [321461.37890740787, 7365494.215650702], [320938.92088261934, 7365593.669511269], [320662.9679621791, 7365592.684778579]]","[0, 45, 90, 90, 191, 236]"
"[[325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722]]","[0, 45, 180, 225, 270, 315]"
"[[325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722], [325089.8812040868, 7370464.480299722]]","[0, 45, 180, 225, 270, 315]"
"[[355800.17475671833, 7400989.559798781], [355936.5366302406, 7400974.108322057], [356478.2748909005, 7400993.53692656], [356585.41676861735, 7400951.5066758115], [356836.93968150084, 7400837.298487231], [356911.6246526368, 7400803.296250545]]","[0, 44, 177, 222, 310, 354]"
"[[358188.0627798867, 7399804.680205564], [358303.65389680385, 7399653.01858859], [358864.5614971258, 7399028.335281072], [358864.5614971258, 7399028.335281072], [359098.0993830242, 7398864.777478653], [359158.8616873322, 7399008.104235677]]","[0, 45, 222, 222, 313, 357]"
"[[346379.17590004345, 7393169.317188444], [346487.85500794597, 7393209.801001724], [346841.66540565185, 7393331.039885081], [346845.3047506814, 7393334.455746387], [346956.38749987097, 7393582.027931046], [347092.48375407653, 7393864.025477061]]","[0, 45, 185, 186, 276, 325]"
"[[344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112]]","[0, 45, 218, 218, 308, 353]"
"[[344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112], [344565.6346724431, 7393835.012141112]]","[0, 45, 180, 225, 315, 360]"
"[[325825.3370793719, 7383524.54303387], [325825.3370793719, 7383524.54303387], [325968.19899179286, 7383514.344379695], [325904.18499661185, 7383440.9772410495], [325904.18499661185, 7383440.9772410495], [325812.7590158613, 7383403.22299335]]","[0, 45, 182, 246, 291, 343]"
"[[319738.7551323917, 7382248.656108448], [319808.30938393914, 7382316.749799864], [320486.2706033577, 7382932.847036782], [320486.2706033577, 7382932.847036782], [320695.80117996363, 7383196.8809296405], [320716.6101835938, 7383224.245966235]]","[0, 45, 221, 221, 336, 378]"
"[[318424.8418134968, 7384329.670917558], [318424.8418134968, 7384329.670917558], [318530.7325067912, 7383520.984310342], [318561.30849260127, 7383282.145898245], [318722.6020798235, 7383001.0180618735], [318820.5007569763, 7382709.934451744]]","[0, 0, 180, 225, 288, 333]"
"[[318714.1246054747, 7376621.771176877], [318714.1246054747, 7376621.771176877], [318714.1246054747, 7376621.771176877], [318714.1246054747, 7376621.771176877], [318723.8935003467, 7376594.922255215], [318723.8935003467, 7376594.922255215]]","[0, 45, 181, 235, 278, 323]"
"[[319046.9115934501, 7379428.308218343], [319075.61413438944, 7379261.247503605], [319011.47635592584, 7378915.312110716], [318951.97505290166, 7378787.027602898], [318542.6904070064, 7378525.949892446], [318531.24098131165, 7378421.800273249]]","[0, 45, 164, 209, 296, 341]"
"[[318336.53848358756, 7377743.600261736], [318332.9312747107, 7377722.122431491], [318087.54441167344, 7377187.774188406], [318080.0456443905, 7377122.828145618], [318284.4218336331, 7376569.519552058], [318536.3496551666, 7376563.642821744]]","[0, 45, 232, 267, 335, 380]"
"[[318734.00691125146, 7376575.19417504], [318723.8935003467, 7376594.922255215], [318723.8935003467, 7376594.922255215], [318734.00691125146, 7376575.19417504], [318734.00691125146, 7376575.19417504], [318734.00691125146, 7376575.19417504]]","[0, 45, 181, 226, 271, 316]"
"[[318165.37855353963, 7381662.063120516], [318138.4334930533, 7381579.291038299], [317680.6240988462, 7380743.8895141715], [317914.2118936856, 7380770.573999962], [318134.7047079329, 7380551.390615327], [318362.9527505231, 7380492.824552432]]","[0, 45, 180, 225, 315, 360]"
"[[319229.32236019033, 7385448.678795599], [319229.32236019033, 7385448.678795599], [319229.32236019033, 7385448.678795599], [319229.32236019033, 7385448.678795599], [319229.32236019033, 7385448.678795599], [319229.32236019033, 7385448.678795599]]","[0, 45, 225, 270, 315, 360]"
"[[318723.8935003467, 7376594.922255215], [318723.8935003467, 7376594.922255215], [318723.8935003467, 7376594.922255215], [318740.09242300864, 7376565.633729223], [318750.19720326766, 7376340.301043121], [318565.72686715284, 7376474.457659054]]","[0, 45, 225, 249, 337, 382]"
"[[318734.00691125146, 7376575.19417504], [318734.00691125146, 7376575.19417504], [318734.00691125146, 7376575.19417504], [318734.00691125146, 7376575.19417504], [318734.00691125146, 7376575.19417504], [318734.00691125146, 7376575.19417504]]","[0, 45, 225, 270, 315, 360]"
"[[343900.40401263244, 7396812.671346825], [343900.40401263244, 7396812.671346825], [343868.11682380864, 7396819.304247722], [343868.11682380864, 7396819.304247722], [343868.11682380864, 7396819.304247722], [343868.11682380864, 7396819.304247722]]","[0, 38, 171, 215, 303, 347]"
"[[343868.11682380864, 7396819.304247722], [343868.11682380864, 7396819.304247722], [343868.11682380864, 7396819.304247722], [343868.11682380864, 7396819.304247722], [343868.11682380864, 7396819.304247722], [343771.7278322582, 7396833.1718705]]","[0, 45, 222, 266, 310, 371]"
"[[353890.2644234289, 7396014.57184219], [353890.2644234289, 7396014.57184219], [353890.2644234289, 7396014.57184219], [353890.2644234289, 7396014.57184219], [353890.2644234289, 7396014.57184219], [353890.2644234289, 7396014.57184219]]","[0, 44, 221, 265, 310, 354]"
"[[322578.0106535476, 7390726.313832238], [322615.0510436337, 7390681.352373363], [322747.97295587906, 7390424.89703725], [322847.21808406024, 7390206.258067336], [323153.3752503969, 7390209.566757632], [323304.56549430033, 7390461.7115403]]","[0, 45, 180, 225, 283, 328]"
"[[326740.3732398361, 7386676.044178866], [326771.5971976068, 7386637.705411606], [327029.8344733161, 7386366.978780191], [322465.11661700916, 7390704.56261998], [327180.0719938546, 7386569.701332677], [327223.62249999633, 7386701.021521566]]","[0, 45, 176, 225, 278, 323]"
"[[329239.0403949765, 7399782.53455605], [329204.05931487295, 7399648.585296309], [329582.85737720947, 7399395.01827755], [329692.34724245477, 7399366.663676808], [329880.01533471403, 7398934.077644104], [329870.467698921, 7398859.097164152]]","[0, 44, 177, 221, 309, 354]"
"[[332099.6854771529, 7396284.457849336], [332099.6854771529, 7396284.457849336], [332099.6854771529, 7396284.457849336], [332099.6854771529, 7396284.457849336], [332099.6854771529, 7396284.457849336], [332099.6854771529, 7396284.457849336]]","[0, 44, 177, 221, 265, 309]"
"[[329476.3327200314, 7402950.308518168], [329476.3327200314, 7402950.308518168], [329476.3327200314, 7402950.308518168], [329476.3327200314, 7402950.308518168], [329476.3327200314, 7402950.308518168], [329476.3327200314, 7402950.308518168]]","[0, 44, 177, 221, 309, 354]"
"[[329228.21442756476, 7394049.529245747], [329250.79465743346, 7394064.578597726], [329305.44976247696, 7394101.322509967], [329305.44976247696, 7394101.322509967], [329332.7774152061, 7394119.694382638], [329361.5316309607, 7394139.411896489]]","[0, 75, 210, 255, 345, 390]"
"[[321748.41088273434, 7384502.961609547], [321748.41088273434, 7384502.961609547], [322217.89146983507, 7384342.169706229], [322217.89146983507, 7384342.169706229], [322608.0818763277, 7384266.957142349], [322964.89569662645, 7384171.225963032]]","[0, 22, 155, 155, 288, 339]"
"[[326603.4198607687, 7386972.187775231], [326607.700579009, 7386976.945855485], [326607.700579009, 7386976.945855485], [326607.700579009, 7386976.945855485], [326607.700579009, 7386976.945855485], [326607.700579009, 7386976.945855485]]","[0, 25, 158, 202, 291, 335]"
"[[326590.7452762384, 7386922.362387739], [326590.7452762384, 7386922.362387739], [326597.47886382113, 7386952.568461927], [326597.47886382113, 7386952.568461927], [326597.47886382113, 7386952.568461927], [326597.47886382113, 7386952.568461927]]","[0, 44, 183, 227, 272, 360]"
"[[326612.8239445762, 7386979.498803578], [326708.9843325766, 7386960.151516052], [326557.052221997, 7386353.055982221], [326394.35387801786, 7386214.278769743], [326250.84173958295, 7386107.764821158], [326355.3434666916, 7386126.647960117]]","[0, 53, 178, 222, 311, 355]"
"[[321729.79557170183, 7385330.280676259], [321729.79557170183, 7385330.280676259], [321729.79557170183, 7385330.280676259], [321729.79557170183, 7385330.280676259], [321729.79557170183, 7385330.280676259], [321729.79557170183, 7385330.280676259]]","[0, 45, 178, 222, 311, 311]"
"[[338165.26924857206, 7404813.7443396365], [338131.3149947943, 7404886.353829588], [337761.6131939505, 7405006.03944703], [337569.5203829976, 7405034.484619412], [337270.95248942927, 7405054.5502435425], [336976.6997945609, 7404938.768319627]]","[0, 44, 177, 221, 310, 354]"
"[[339728.19013294927, 7403927.278478132], [339728.19013294927, 7403927.278478132], [339728.19013294927, 7403927.278478132], [339728.19013294927, 7403927.278478132], [339728.19013294927, 7403927.278478132], [339728.19013294927, 7403927.278478132]]","[0, 44, 222, 222, 310, 354]"
"[[334782.15643867065, 7400193.870185911], [334533.1409883549, 7400197.985159322], [334220.1668597779, 7400061.328002643], [334218.960542288, 7399946.658925208], [334216.80023864715, 7399816.999908887], [334213.0993933621, 7399593.240049001]]","[0, 44, 181, 224, 310, 354]"
"[[349962.83610001695, 7395635.863790154], [349962.83610001695, 7395635.863790154], [349939.5544363198, 7395631.14001815], [349939.5544363198, 7395631.14001815], [349939.5544363198, 7395631.14001815], [349939.5544363198, 7395631.14001815]]","[0, 45, 218, 219, 309, 354]"
"[[352265.8398322348, 7393540.164175451], [352238.87516313314, 7393536.514109263], [351693.5934684049, 7393576.067507636], [351660.59782114445, 7393560.616411775], [351485.60663364315, 7393348.593932742], [351485.60663364315, 7393348.593932742]]","[0, 20, 155, 200, 290, 290]"
"[[349890.64363951294, 7395621.612916609], [349890.64363951294, 7395621.612916609], [349890.64363951294, 7395621.612916609], [349890.64363951294, 7395621.612916609], [349890.64363951294, 7395621.612916609], [349890.64363951294, 7395621.612916609]]","[0, 45, 180, 225, 270, 315]"
"[[323918.5237554534, 7388413.556632152], [323918.5237554534, 7388413.556632152], [324185.59898091975, 7388918.083477583], [324381.1441255511, 7389088.250141818], [324566.6947718896, 7389134.922867187], [324595.0190901853, 7389064.848651997]]","[0, 46, 149, 209, 304, 349]"
"[[324209.70045777224, 7390330.806403505], [324209.70045777224, 7390330.806403505], [324125.1208534342, 7390352.618292419], [324125.1208534342, 7390352.618292419], [324105.21888206585, 7390386.243010436], [324062.5000101117, 7390458.178348469]]","[0, 45, 182, 227, 317, 365]"
"[[320947.86981819, 7392432.786133906], [321078.5860353456, 7392135.94407646], [321313.5635056885, 7391602.741047509], [321428.88821079093, 7391451.136046769], [321711.85782139434, 7391360.611563209], [321943.8714115205, 7391405.030630732]]","[0, 45, 180, 225, 315, 360]"
"[[323394.6524839174, 7397716.802629592], [323216.83967815974, 7397700.149155794], [322675.10292634263, 7397443.566517644], [322661.77167271613, 7397361.582515735], [322815.03896816197, 7397187.59450441], [322888.6497130814, 7397101.857926381]]","[0, 45, 180, 225, 270, 315]"
"[[317353.47383062716, 7390593.975728548], [317232.8261925152, 7390608.970368841], [317303.29384204897, 7390839.29587055], [317167.95620246814, 7391008.287582225], [317156.9139987329, 7391242.134768127], [317013.3647721404, 7391141.150136242]]","[0, 45, 180, 225, 315, 360]"
"[[325070.836778458, 7397306.231175836], [325070.836778458, 7397306.231175836], [324357.27269619005, 7397779.321427001], [324254.6134331166, 7397763.8028383255], [324010.7915888962, 7397711.561735092], [323795.73809971934, 7397740.681573526]]","[0, 45, 209, 254, 299, 344]"
"[[354920.2900995546, 7393902.007279453], [354730.7394564827, 7394218.287531851], [354347.44413619523, 7394783.911946284], [354249.37083406973, 7394749.352914805], [353888.73817774345, 7394623.109408556], [353787.1455062147, 7394634.442354452]]","[0, 45, 186, 231, 298, 343]"
"[[350003.2394512086, 7395643.642315642], [350003.2394512086, 7395643.642315642], [350003.2394512086, 7395643.642315642], [350003.2394512086, 7395643.642315642], [350003.2394512086, 7395643.642315642], [349924.74190863257, 7395676.72543658]]","[0, 45, 180, 225, 270, 325]"
"[[351507.2721189863, 7396295.431100879], [351477.9155149073, 7396245.243573427], [351137.73342519987, 7395902.070011696], [350915.3141763094, 7395733.082448641], [350448.4607101922, 7395582.69260595], [350003.2394512086, 7395643.642315642]]","[0, 45, 180, 225, 270, 340]"
"[[352281.84246792056, 7395456.345952295], [352127.7419001631, 7395613.816859132], [351700.3234660701, 7395939.147573462], [351618.5583353208, 7396128.714225762], [351610.1875899202, 7396211.659037514], [351584.80740383954, 7396300.522319786]]","[0, 39, 173, 218, 263, 308]"
"[[355889.7137419371, 7392500.965233289], [355592.8790529072, 7393291.333876161], [355500.25320071215, 7393253.818804206], [355490.5827449449, 7393142.593989154], [355385.8768027993, 7392917.749824287]]","[0, 433, 478, 523, 568]"
"[[329683.8562602713, 7397194.842163015], [329683.8562602713, 7397194.842163015], [329683.8562602713, 7397194.842163015], [329683.8562602713, 7397194.842163015], [329683.8562602713, 7397194.842163015], [329683.8562602713, 7397194.842163015]]","[0, 45, 177, 221, 266, 310]"
"[[320044.605508712, 7410075.4432869265], [319884.1945496071, 7410040.283100722], [319577.00619139906, 7410056.681931005], [319552.30728947674, 7410084.8719843235], [319480.9130933144, 7410340.928963034], [318892.49664814956, 7410387.287009396]]","[0, 45, 177, 221, 310, 370]"
"[[323871.68648424716, 7398034.769704862], [323911.09599563736, 7398001.905305147], [324187.17802083975, 7397847.11405506], [324187.17802083975, 7397847.11405506], [324446.1734249425, 7397715.704593865], [324596.1594901382, 7397552.9157507075]]","[0, 44, 177, 221, 273, 354]"
"[[337051.18546344223, 7402309.183889833], [336773.1820169573, 7402273.812112133], [336508.6163505076, 7402334.43869563], [336284.8075293436, 7402248.549893867], [340441.52304785274, 7397864.554697887], [340441.52304785274, 7397864.554697887]]","[0, 45, 180, 250, 317, 361]"
"[[338871.42103780527, 7401201.408658387], [338715.0079376638, 7401036.667936755], [338364.5514463387, 7400962.27824863], [338187.0765814808, 7401131.22197286], [338144.53543530055, 7401374.096478533], [338285.7696027083, 7401521.011677068]]","[0, 45, 177, 221, 310, 354]"
"[[339954.6067918043, 7397567.670819165], [339903.16694659984, 7397788.191033909], [339879.89016277064, 7398424.298819362], [339729.7466520175, 7398545.062820041], [339586.09174821293, 7399402.652477687], [339535.5435497287, 7399513.955586559]]","[0, 44, 177, 221, 310, 354]"
"[[327068.3960926429, 7395241.865965649], [327046.9800527714, 7395265.4808530435], [326734.7677591151, 7395662.891944728], [326734.7677591151, 7395662.891944728], [326703.4815553293, 7396145.030749565], [326680.8924595426, 7396230.931647675]]","[0, 8, 185, 185, 274, 318]"
